,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1927,2018 Hyundai Grand i10,Sports Edition 1.1 CRDi,₹ 5.63 Lakh,May 2018,"34,923 km",Diesel,24 kmpl,Manual,Red,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1928,2017 Hyundai Creta,1.6 SX Plus Special Edition,₹ 11.7 Lakh,May 2017,"77,686 km",Diesel,19.67 kmpl,Manual,Red,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1929,2018 Hyundai i20 Active,1.2 SX,₹ 7.31 Lakh,May 2018,"36,360 km",Petrol,17.19 kmpl,Manual,White,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1930,2019 Hyundai Santro,Sportz [2018-2020],₹ 5.34 Lakh,May 2019,"42,627 km",Petrol,FWD ,Manual,Gold,Not Available,Second,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1931,2017 Datsun Redigo,S [2016-2019],₹ 3.12 Lakh,May 2017,"34,368 km",Petrol,22.7 kmpl,Manual,Maroon,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1932,2015 Honda Brio,VX AT,₹ 4.01 Lakh,May 2015,"70,211 km",Petrol,16.5 kmpl,Automatic,White,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1933,2021 Hyundai Grand i10 NIOS,Sportz 1.2 Kappa VTVT,₹ 8.09 Lakh,May 2021,"11,891 km",Petrol,21 kmpl,Manual,Maroon,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1934,2009 Hyundai i10,Sportz 1.2,₹ 2.84 Lakh,May 2009,"82,752 km",Petrol,12.8 kmpl,Manual,Gold,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1935,2017 Honda City,V CVT Petrol [2017-2019],₹ 10.16 Lakh,May 2017,"31,464 km",Petrol,18 kmpl,Automatic,Black,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1936,2015 Hyundai i10,1.1L iRDE Magna Special Edition,₹ 3.72 Lakh,May 2015,"36,665 km",Petrol,19.81 kmpl,Manual,Grey,Not Available,Third,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1937,2018 Hyundai Eon,Era +,₹ 3.46 Lakh,May 2018,"69,567 km",Petrol,21.1 kmpl,Manual,Silver,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1938,2015 Hyundai Eon,Era +,₹ 3.1 Lakh,May 2015,"60,585 km",Petrol,21.1 kmpl,Manual,Silver,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1939,2016 Ford Aspire,Titanium1.5 TDCi,₹ 5.33 Lakh,May 2016,"77,452 km",Diesel,25.83 kmpl,Manual,White,Not Available,First,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1940,2018 Maruti Suzuki Alto 800,Lxi,₹ 3.37 Lakh,May 2018,"20,555 km",Petrol,22.74 kmpl,Manual,White,Not Available,Second,Registered at,"""This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.""",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1941,2018 Maruti Suzuki Wagon R,VXI,₹ 4.92 Lakh,May 2018,"25,718 km",Petrol,20.5 kmpl,Manual,Grey,Not Available,First,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1942,2018 Maruti Suzuki Alto 800,Lxi,₹ 3.37 Lakh,May 2018,"41,552 km",Petrol,22.74 kmpl,Manual,Silver,Not Available,Second,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1943,2018 Ford Ecosport,Ambiente 1.5L Ti-VCT,₹ 8.24 Lakh,May 2018,"35,760 km",Petrol,17 kmpl,Manual,Silver,Not Available,First,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1944,2017 Honda City,S Petrol,₹ 10.55 Lakh,May 2017,"43,858 km",Petrol,17.4 kmpl,Manual,Grey,Not Available,First,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1945,2017 Nissan Micra,XV,₹ 3.71 Lakh,May 2017,"57,964 km",Petrol,19.49 kmpl,Manual,Silver,Not Available,First,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1946,2019 Maruti Suzuki Swift,VXi [2014-2017],₹ 7.02 Lakh,May 2019,"9,710 km",Petrol,20.4 kmpl,Manual,Bronze,Not Available,Second,Registered at,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty*
Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1947,2019 Tata Nexon,XZ Plus Diesel,₹ 8.64 Lakh,May 2019,"83,901 km",Diesel,23.97 kmpl,Manual,White,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1948,2021 Mahindra XUV300,W8 (O) 1.2 Petrol,₹ 13.15 Lakh,May 2021,"29,763 km",Petrol,17 kmpl,Manual,Red,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1949,2020 Hyundai Grand i10 NIOS,Sportz 1.2 Kappa VTVT,₹ 6.62 Lakh,May 2020,"19,878 km",Petrol,21 kmpl,Manual,Black,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1950,2011 Ford Figo,Duratec Petrol ZXI 1.2,₹ 2.69 Lakh,May 2011,"46,703 km",Petrol,11 kmpl,Manual,Black,Not Available,Second,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1951,2015 Hyundai Eon,Era +,₹ 3.07 Lakh,May 2015,"76,714 km",Petrol,21.1 kmpl,Manual,Maroon,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1952,2017 Honda Jazz,V Petrol,₹ 5.76 Lakh,May 2017,"83,112 km",Petrol,18.7 kmpl,Manual,Black,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
1953,2021 Maruti Suzuki Alto 800,VXi,₹ 4.37 Lakh,May 2021,"8,155 km",Petrol,22 kmpl,Manual,Orange,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.4/5,4.2/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
