,Make,Price,model,usage_km,fuel,transmission,color,fuel_economy,no_of_owner,registration,car_type,condition,condition_engine,condition_suspension,condition_brake,condition_transmission,condition_electrical,condition_ac,condition_exterior,condition_interior,condition_tyres
3921,Honda Brio,₹ 3.4 Lakh,May 2015,"20,686 km",Petrol,Manual,Brown,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
3922,Maruti Suzuki Baleno,₹ 5.36 Lakh,Apr 2016,"32,441 km",Petrol,Manual,Red,Not Available,Second,jharkhand,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.4/5"
3923,Renault Kwid,₹ 3.2 Lakh,Jan 2016,"51,800 km",Petrol,Manual,Silver,Not Available,First,jamshedpur,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
3924,Honda WR-V,₹ 7.39 Lakh,Apr 2017,"61,032 km",Petrol,Manual,Brown,Not Available,Second,Rangareddy,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.8/5"
3925,Hyundai i10,₹ 1.49 Lakh,Jun 2009,"78,000 km",Petrol,Manual,Red,Not Available,Fourth,Not Available,5 Person,"Very Good Condition, Non Accidental & Test Drive Available",,,,,,,,,
3926,Hyundai Santro,₹ 5.15 Lakh,Dec 2018,"50,108 km",CNG,Manual,White,Not Available,First,BAVLA,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Fair
2.5/5","Exterior Excellent
4.6/5","Interior Excellent
4.7/5","Tyres Fair
2.2/5"
3927,Honda City,₹ 4.75 Lakh,Jun 2013,"1,00,000 km",Petrol,Manual,Silver,Not Available,First,Not Available,5 Person,Good Condition,,,,,,,,,
3928,Maruti Suzuki DZire,₹ 5.99 Lakh,Jun 2018,"6,951 km",Petrol,Automatic,Red,Not Available,First,barrackpore,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Excellent
4.5/5"
3929,Audi A6,₹ 49 Lakh,Jun 2020,"30,000 km",Petrol,Automatic,Black,Not Available,Second,Not Available,5 Person,"Non Accidental, Less Driven, Original Paint & Immaculate Condition",,,,,,,,,
3930,Mercedes-Benz S-Class,₹ 13 Lakh,Jan 2011,"1,33,000 km",Petrol,Automatic,Brown,Not Available,Second,Not Available,5 Person,,,,,,,,,,
3931,Maruti Suzuki DZire,₹ 6.89 Lakh,Jun 2017,"35,831 km",Petrol,Automatic,White,Not Available,Second,Not Available,5 Person,,,,,,,,,,
3932,Maruti Suzuki DZire,₹ 7.1 Lakh,Aug 2019,"6,455 km",Petrol,Manual,Blue,Not Available,First,VADODARA,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
3933,Hyundai Xcent,₹ 5.1 Lakh,Jun 2017,"45,000 km",Diesel,Manual,Silver,Not Available,First,Not Available,5 Person,,,,,,,,,,
3934,Skoda Rapid,₹ 7.5 Lakh,Jun 2017,"72,175 km",Diesel,Manual,White,Not Available,First,Not Available,5 Person,good condition,,,,,,,,,
3935,Toyota Fortuner,₹ 13 Lakh,Jun 2010,"1,88,292 km",Diesel,Manual,White,Not Available,First,Not Available,7 Person,"Immaculate Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Test Drive Available & Service History Available",,,,,,,,,
3936,Honda City,₹ 6.25 Lakh,Jun 2015,"70,000 km",Diesel,Manual,White,Not Available,First,Not Available,5 Person,sun roof push batam start,,,,,,,,,
3937,Tata Safari,₹ 6.5 Lakh,Jun 2016,"60,000 km",Diesel,Manual,White,Not Available,First,Not Available,7 Person,"Excellent Condition, Single Owner, Original Paint, Non Accidental, Less Driven, Test Drive Available & Finance Available",,,,,,,,,
3938,Nissan Sunny,₹ 3.21 Lakh,Jun 2013,"48,300 km",Petrol,Manual,White,Not Available,First,Not Available,5 Person,Warranty n Road Side Assistance Available on Car ..free car service coupan,,,,,,,,,
3939,Hyundai Creta,₹ 11.25 Lakh,Apr 2017,"36,635 km",Petrol,Automatic,Grey,Not Available,First,Pune,5 Person,"Vehicle is single handed, sparingly used & in mint condition.",,,,,,,,,
3940,Hyundai Creta,₹ 14.4 Lakh,Feb 2019,"29,018 km",Petrol,Automatic,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
2.5/5"
3941,Mercedes-Benz CLA,₹ 33.5 Lakh,May 2019,"7,295 km",Diesel,Automatic,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.8/5"
3942,Tata Tiago,₹ 5.1 Lakh,Jan 2018,"45,672 km",Petrol,Manual,Brown,Not Available,First,kk nagar,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.7/5"
3943,Maruti Suzuki Baleno,₹ 5.75 Lakh,May 2016,"50,141 km",Petrol,Manual,Silver,Not Available,First,Nesapakkam,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
2.5/5"
3944,Honda City,₹ 6.5 Lakh,Jan 2016,"62,839 km",Petrol,Manual,Brown,Not Available,First,Arumbakkam,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.7/5"
3945,Maruti Suzuki Celerio,₹ 5.85 Lakh,Aug 2019,"43,560 km",CNG,Manual,Grey,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
3946,Maruti Suzuki Celerio,₹ 3.94 Lakh,Jan 2015,"51,031 km",Petrol,Manual,Grey,Not Available,First,panvel,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
3947,Maruti Suzuki Celerio,₹ 5.5 Lakh,Oct 2018,"69,303 km",Petrol,Manual,Red,Not Available,First,pune,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
3948,Maruti Suzuki Ritz,₹ 4.5 Lakh,Jun 2014,"53,751 km",Diesel,Manual,Silver,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
3949,Honda WR-V,₹ 9.2 Lakh,May 2019,"22,153 km",Petrol,Manual,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
3950,Hyundai Creta,₹ 15.5 Lakh,May 2018,"48,982 km",Diesel,Automatic,Blue,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
3951,Land Rover Discovery,₹ 49.75 Lakh,Mar 2019,"13,361 km",Petrol,Automatic,Blue,Not Available,First,Mumbai,7 Person,,,,,,,,,,
3952,Maruti Suzuki Ciaz,₹ 12.5 Lakh,Mar 2021,"14,758 km",Petrol,Automatic,Grey,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
3953,MG Hector,₹ 18 Lakh,Feb 2021,"27,200 km",Petrol,Automatic,White,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Excellent
4.2/5"
3954,Maruti Suzuki Swift,₹ 8.25 Lakh,Nov 2020,"12,801 km",Petrol,Automatic,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
3955,Hyundai Creta,₹ 12.8 Lakh,Sep 2018,"49,973 km",Petrol,Automatic,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
1.9/5"
3956,Honda City,₹ 4.45 Lakh,Apr 2013,"77,727 km",Petrol,Automatic,Brown,Not Available,Second,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.3/5","Tyres Fair
2.5/5"
3957,Honda City,₹ 5.95 Lakh,Jun 2015,"47,537 km",Petrol,Manual,Brown,Not Available,Second,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
3958,Maruti Suzuki Baleno,₹ 7.25 Lakh,Jan 2019,"14,350 km",Petrol,Manual,Grey,Not Available,First,Karad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.9/5","A/C Excellent
4.5/5","Exterior Excellent
5/5","Interior Excellent
4.9/5","Tyres Good
3.1/5"
3959,Nissan Micra,₹ 3.25 Lakh,Feb 2014,"63,855 km",Petrol,Manual,Silver,Not Available,Second,Pune,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.5/5","Exterior Fair
2.3/5","Interior Excellent
4.7/5","Tyres Fair
1.5/5"
3960,Hyundai Xcent,₹ 4.5 Lakh,Jun 2014,"58,102 km",Petrol,Automatic,Blue,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
1.7/5"
3961,Maruti Suzuki Wagon R,₹ 4.41 Lakh,Mar 2016,"50,218 km",CNG,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
3962,Maruti Suzuki Celerio,₹ 4.75 Lakh,Jun 2016,"29,866 km",Petrol,Automatic,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
3963,Kia Seltos,₹ 14.4 Lakh,Jul 2019,"20,302 km",Petrol,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
3964,Maruti Suzuki Wagon R,₹ 2.32 Lakh,Jun 2012,"65,000 km",Petrol,Manual,Blue,Not Available,First,Not Available,5 Person,"Immaculate Condition, Single Owner, Finance Available & Service History Available",,,,,,,,,
3965,Maruti Suzuki Alto 800,₹ 2.25 Lakh,Jul 2014,"41,108 km",Petrol,Manual,Grey,Not Available,First,I.P.Depot,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Good
3.2/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
3966,Mahindra Bolero,₹ 6.35 Lakh,Jun 2015,"40,000 km",Diesel,Manual,White,Not Available,First,Not Available,7 Person,"Non Accidental, Single Owner, Original Paint, Test Drive Available & Immaculate Condition",,,,,,,,,
3967,Toyota Etios,₹ 3.3 Lakh,Jun 2012,"31,000 km",Petrol,Manual,White,Not Available,First,Not Available,5 Person,2011/12 Etios G single owner petrol done only 31000 kms comprehensive insurance immaculate condition price 330,,,,,,,,,
3968,Mahindra XUV500,₹ 17.01 Lakh,Apr 2021,"3,135 km",Diesel,Manual,Black,Not Available,First,SURAT,7 Person,SHOWROOM CONDITION CAR,,,,,,,,,
3969,Audi Q5,₹ 14.9 Lakh,Jun 2012,"40,000 km",Diesel,Automatic,Black,Not Available,First,Not Available,5 Person,"Non Accidental, Original Paint, Less Driven & Good Condition",,,,,,,,,
3970,Honda City,₹ 3.05 Lakh,Jun 2010,"65,000 km",Petrol,Manual,White,Not Available,First,Not Available,5 Person,"Immaculate Condition, Warranty Available, Test Drive Available, Rear view Camera, Finance Available, Alloy Wheels, Service History Available, Single Owner, Original Paint, Non Accidental, Less Driven & Certified Car",,,,,,,,,
3971,Toyota Innova,₹ 12.75 Lakh,Jun 2015,"1,07,000 km",Diesel,Manual,Silver,Not Available,Second,Not Available,7 Person,Excellent Condition,,,,,,,,,
3972,Maruti Suzuki Celerio,₹ 5.5 Lakh,Oct 2018,"69,303 km",Petrol,Manual,Red,Not Available,First,pune,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
3973,Maruti Suzuki Celerio,₹ 5.85 Lakh,Aug 2019,"43,560 km",CNG,Manual,Grey,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
3974,Maruti Suzuki Celerio,₹ 3.94 Lakh,Jan 2015,"51,031 km",Petrol,Manual,Grey,Not Available,First,panvel,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
3975,MG Hector,₹ 18 Lakh,Feb 2021,"27,200 km",Petrol,Automatic,White,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Excellent
4.2/5"
3976,Maruti Suzuki Ritz,₹ 4.5 Lakh,Jun 2014,"53,751 km",Diesel,Manual,Silver,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
3977,Honda WR-V,₹ 9.2 Lakh,May 2019,"22,153 km",Petrol,Manual,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
3978,Hyundai Creta,₹ 15.5 Lakh,May 2018,"48,982 km",Diesel,Automatic,Blue,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
3979,Land Rover Discovery,₹ 49.75 Lakh,Mar 2019,"13,361 km",Petrol,Automatic,Blue,Not Available,First,Mumbai,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
3980,Maruti Suzuki Ciaz,₹ 12.5 Lakh,Mar 2021,"14,758 km",Petrol,Automatic,Grey,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
3981,Maruti Suzuki Swift,₹ 8.25 Lakh,Nov 2020,"12,801 km",Petrol,Automatic,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
3982,Hyundai Creta,₹ 12.8 Lakh,Sep 2018,"49,973 km",Petrol,Automatic,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
1.9/5"
3983,Nissan Micra,₹ 3.25 Lakh,Feb 2014,"63,855 km",Petrol,Manual,Silver,Not Available,Second,Pune,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.5/5","Exterior Fair
2.3/5","Interior Excellent
4.7/5","Tyres Fair
1.5/5"
3984,Honda City,₹ 4.45 Lakh,Apr 2013,"77,727 km",Petrol,Automatic,Brown,Not Available,Second,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.3/5","Tyres Fair
2.5/5"
3985,Honda City,₹ 5.95 Lakh,Jun 2015,"47,537 km",Petrol,Manual,Brown,Not Available,Second,Mumbai,5 Person,,,,,,,,,,
3986,Maruti Suzuki Baleno,₹ 7.25 Lakh,Jan 2019,"14,350 km",Petrol,Manual,Grey,Not Available,First,Karad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.9/5","A/C Excellent
4.5/5","Exterior Excellent
5/5","Interior Excellent
4.9/5","Tyres Good
3.1/5"
3987,Hyundai Xcent,₹ 4.5 Lakh,Jun 2014,"58,102 km",Petrol,Automatic,Blue,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
1.7/5"
3988,Maruti Suzuki Wagon R,₹ 4.41 Lakh,Mar 2016,"50,218 km",CNG,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
3989,Maruti Suzuki Celerio,₹ 4.75 Lakh,Jun 2016,"29,866 km",Petrol,Automatic,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
3990,Kia Seltos,₹ 14.4 Lakh,Jul 2019,"20,302 km",Petrol,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
3991,Ford Ecosport,₹ 5.3 Lakh,Sep 2013,"57,777 km",Diesel,Manual,Black,Not Available,First,Bhopal,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.3/5","Tyres Good
2.7/5"
3992,Maruti Suzuki S-Presso,₹ 4.4 Lakh,Feb 2020,"27,214 km",Petrol,Manual,White,Not Available,First,Lucknow,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.6/5","Tyres Good
3.2/5"
3993,Maruti Suzuki Baleno,₹ 5.5 Lakh,Jan 2017,"32,828 km",Petrol,Manual,Silver,Not Available,First,Lucknow,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Good
3.2/5","Interior Excellent
4.7/5","Tyres Good
3.2/5"
